CustomerID,Recency,Frequency,Monetary,Cluster
13607.0,40,1,144.27,0
13610.0,12,7,232.03,0
13611.0,89,3,184.51,0
13614.0,24,4,414.64,0
13615.0,318,1,81.93,1
13617.0,40,2,82.54,0
13618.0,173,1,30.1,1
13621.0,116,1,79.25,0
13623.0,30,5,125.96,0
13626.0,252,1,59.599999999999994,1
13627.0,59,5,349.55,0
13629.0,23,7,1763.85,0
13630.0,75,5,630.92,0
13631.0,99,2,719.7,0
13632.0,24,5,322.38,0
13634.0,33,5,363.47,0
13635.0,67,1,197.16,0
13636.0,36,5,217.15,0
13637.0,52,3,136.17,0
13638.0,15,1,25.5,0
13639.0,74,1,106.32,0
13642.0,215,1,57.67,1
13643.0,31,2,52.8,0
13644.0,16,4,604.58,0
13645.0,120,1,30.599999999999998,0
13647.0,9,4,236.86,0
13649.0,256,2,49.099999999999994,1
13650.0,16,5,367.46000000000004,0
13651.0,39,1,30.9,0
13652.0,45,3,105.22,0
13654.0,43,5,531.4399999999999,0
13655.0,114,2,118.09,0
13656.0,164,2,116.45,1
13657.0,10,2,110.94,0
13658.0,9,5,474.36,0
13659.0,205,2,412.32,1
13662.0,85,3,156.54,0
13663.0,179,1,43.2,1
13666.0,287,1,10.850000000000001,1
13667.0,149,1,36.03,1
13668.0,2,20,1088.8400000000001,0
13669.0,50,1,105.6,0
13670.0,75,1,40.08,0
13673.0,18,2,98.6,0
13675.0,151,2,112.0,1
13678.0,151,1,34.519999999999996,1
13680.0,1,4,619.0600000000001,0
13681.0,17,4,138.6,0
13682.0,187,1,34.0,1
13684.0,285,1,22.6,1
13685.0,2,5,1318.7500000000002,0
13686.0,182,1,17.0,1
13692.0,24,2,446.13,0
13694.0,3,33,10831.82,2
13695.0,31,13,802.5600000000001,0
13697.0,38,1,36.959999999999994,0
13699.0,155,1,65.4,1
13700.0,26,10,415.89000000000004,0
13704.0,5,8,571.59,0
13705.0,7,3,121.6,0
13706.0,302,1,45.9,1
13707.0,267,2,88.4,1
13708.0,271,1,70.46000000000001,1
13709.0,3,13,1517.79,0
13710.0,31,1,4.5600000000000005,0
13711.0,218,1,35.94,1
13712.0,246,1,15.0,1
13715.0,338,3,149.97,1
13716.0,269,1,18.36,1
13717.0,32,6,306.73,0
13718.0,246,2,106.35000000000001,1
13719.0,15,5,144.34,0
13720.0,116,3,131.54999999999998,0
13721.0,36,1,102.1,0
13722.0,131,3,529.1800000000001,0
13725.0,49,7,329.41,0
13726.0,38,2,39.36,0
13727.0,28,2,69.35,0
13728.0,36,6,235.01,0
13730.0,135,2,184.53,0
13731.0,219,2,158.62,1
13732.0,28,1,42.74,0
13735.0,24,4,548.6899999999999,0
13736.0,5,2,208.33,0
13737.0,200,1,25.74,1
13740.0,240,1,49.8,1
13741.0,71,3,111.11000000000001,0
13742.0,16,11,659.74,0
13743.0,2,4,203.88,0
13744.0,95,2,270.48,0
13745.0,162,1,37.08,1
13747.0,373,1,79.6,1
13748.0,95,3,139.57999999999998,0
13750.0,171,1,15.0,1
13751.0,288,1,53.300000000000004,1
13752.0,124,5,147.92,0
13753.0,287,1,170.7,1
13754.0,317,1,46.8,1
13755.0,3,7,465.07,0
13756.0,2,9,778.57,0
13758.0,11,7,993.64,0
13759.0,71,1,205.64000000000001,0
13760.0,54,2,91.37,0
13761.0,50,2,194.16,0
13762.0,218,1,30.0,1
13763.0,63,1,321.20000000000005,0
13764.0,70,3,302.61,0
13767.0,2,32,3541.63,0
13769.0,2,9,648.88,0
13771.0,64,3,526.75,0
13772.0,33,3,264.6,0
13774.0,81,1,26.400000000000002,0
13777.0,0,17,4231.32,0
13778.0,103,1,39.4,0
13780.0,7,2,147.22000000000003,0
13781.0,250,1,22.66,1
13782.0,12,6,145.86,0
13784.0,168,4,420.48,1
13786.0,367,1,93.0,1
13787.0,75,2,77.68,0
13790.0,4,1,38.28,0
13791.0,127,1,362.0,0
13792.0,66,1,20.4,0
13798.0,2,36,7950.56,0
13799.0,116,2,72.0,0
13800.0,309,1,95.34,1
13801.0,66,1,40.05,0
13802.0,138,3,1081.98,0
13803.0,255,1,64.55,1
13804.0,30,7,409.09,0
13805.0,52,2,337.04,0
13807.0,367,1,35.699999999999996,1
13808.0,5,4,317.82,0
13809.0,305,1,20.15,1
13810.0,28,2,129.3,0
13811.0,183,2,143.25,1
13812.0,64,2,99.13,0
13813.0,39,4,228.85,0
13814.0,92,2,378.68,0
13815.0,22,4,627.58,0
13816.0,23,2,189.01,0
13817.0,29,2,67.7,0
13819.0,301,2,36.5,1
13821.0,144,2,101.93,1
13822.0,5,2,124.11,0
13823.0,91,1,128.4,0
13824.0,135,4,519.26,0
13826.0,176,1,15.6,1
13827.0,57,3,88.53999999999999,0
13828.0,22,1,73.03,0
13831.0,16,4,524.42,0
13832.0,19,1,19.799999999999997,0
13833.0,159,1,80.6,1
13835.0,52,3,170.3,0
13837.0,211,1,47.88000000000001,1
13838.0,5,4,162.49,0
13842.0,58,9,554.1800000000001,0
13844.0,11,1,31.0,0
13845.0,64,1,72.9,0
13846.0,24,3,104.66,0
13849.0,51,2,316.86,0
13850.0,129,1,401.69,0
13851.0,95,3,311.22,0
13853.0,57,1,265.94,0
13854.0,8,19,2082.84,0
13856.0,183,1,8.5,1
13858.0,57,1,57.150000000000006,0
13859.0,326,1,67.93,1
13860.0,1,5,233.79000000000002,0
13862.0,18,8,493.92,0
13863.0,247,1,65.7,1
13865.0,58,2,108.0,0
13866.0,74,1,27.04,0
13867.0,31,3,155.06,0
13868.0,38,1,137.45,0
13869.0,123,4,555.74,0
13870.0,2,7,514.23,0
13871.0,22,12,1196.47,0
13873.0,119,3,73.7,0
13874.0,358,1,96.45,1
13875.0,53,5,296.82,0
13876.0,63,1,36.400000000000006,0
13877.0,86,1,30.240000000000002,0
13878.0,54,1,235.20000000000002,0
13880.0,21,12,736.73,0
13881.0,3,15,3649.9,0
13882.0,2,5,335.88,0
13883.0,10,5,595.31,0
13884.0,7,2,69.75,0
13885.0,189,2,59.55,1
13887.0,204,1,67.17,1
13888.0,119,2,124.25,0
13889.0,92,1,124.80000000000001,0
13890.0,1,9,413.73,0
13892.0,52,2,303.21999999999997,0
13893.0,297,1,49.1,1
13894.0,23,3,141.15,0
13895.0,28,4,454.14,0
13897.0,50,1,54.9,0
13898.0,325,1,29.85,1
13899.0,274,1,68.7,1
13900.0,183,3,119.47,1
13901.0,72,5,362.85,0
13904.0,294,1,10.2,1
13908.0,79,4,626.75,0
13911.0,57,8,610.45,0
13914.0,11,2,113.12,0
13917.0,49,1,49.160000000000004,0
13918.0,49,2,449.22,0
13919.0,59,2,80.76,0
13922.0,351,1,111.94999999999999,1
13923.0,53,1,67.89,0
13924.0,1,5,442.91,0
13925.0,92,3,144.07999999999998,0
13926.0,23,1,33.6,0
13927.0,74,1,78.65,0
13928.0,10,3,78.35000000000001,0
13929.0,169,1,92.7,1
13930.0,57,2,85.4,0
13931.0,95,2,173.79000000000002,0
13932.0,294,1,59.5,1
13933.0,109,2,128.79000000000002,0
13934.0,263,1,185.89999999999998,1
13936.0,179,1,99.22,1
13937.0,169,1,67.05,1
13938.0,35,1,13.28,0
13939.0,23,3,163.38,0
13940.0,17,3,150.36,0
13941.0,21,5,1282.04,0
13946.0,201,2,131.39999999999998,1
13947.0,65,1,39.599999999999994,0
13949.0,2,6,676.75,0
13950.0,11,3,102.36000000000001,0
13951.0,236,2,133.26,1
13952.0,217,2,622.5600000000001,1
13953.0,115,1,45.0,0
13954.0,1,2,140.57999999999998,0
13955.0,154,2,39.58,1
13956.0,5,5,197.1,0
13959.0,79,3,160.55,0
13962.0,21,1,15.600000000000001,0
13963.0,308,4,154.7,1
13969.0,7,18,1555.68,0
13971.0,18,8,521.66,0
13972.0,201,1,15.299999999999999,1
13973.0,287,1,48.95,1
13974.0,49,1,82.86,0
13975.0,31,6,473.08,0
13976.0,206,1,49.519999999999996,1
13978.0,45,1,25.47,0
13979.0,73,1,166.42,0
13980.0,60,1,25.0,0
13982.0,39,4,453.88,0
13983.0,39,7,410.12,0
13984.0,26,2,71.0,0
13985.0,4,15,1470.03,0
13986.0,17,1,26.85,0
13988.0,19,6,865.69,0
13989.0,65,2,151.55,0
13990.0,213,1,35.22,1
13991.0,12,5,172.04,0
13992.0,30,1,48.5,0
13993.0,42,8,331.87,0
13994.0,39,5,548.62,0
13995.0,56,4,265.09,0
13999.0,10,12,819.2,0
14000.0,211,1,126.36,1
14001.0,45,3,993.84,0
14002.0,134,2,151.87,0
14004.0,43,7,1150.56,0
14005.0,9,5,737.34,0
14006.0,115,3,142.32,0
14009.0,198,2,194.4,1
14012.0,277,1,58.4,1
14013.0,110,3,139.66,0
14014.0,77,1,144.9,0
14015.0,52,1,203.16,0
14016.0,161,4,615.4,1
14019.0,46,3,139.64999999999998,0
14020.0,16,2,155.54,0
14021.0,155,2,77.4,1
14022.0,225,1,101.1,1
14023.0,7,2,83.25000000000001,0
14024.0,121,2,41.2,0
14027.0,60,1,17.4,0
14029.0,63,2,69.0,0
14030.0,18,7,328.24,0
14031.0,7,15,3311.78,0
14032.0,16,9,409.15999999999997,0
14034.0,22,2,105.81,0
14035.0,28,3,164.41,0
14036.0,284,1,131.79000000000002,1
14037.0,364,1,22.65,1
14038.0,78,3,311.18,0
14039.0,33,1,86.1,0
14040.0,40,10,933.54,0
14041.0,266,1,49.92,1
14044.0,26,4,165.95,0
14046.0,284,1,95.17,1
14047.0,8,3,356.3,0
14048.0,305,1,97.35,1
14049.0,16,4,1024.48,0
14050.0,31,2,71.82,0
14051.0,0,21,3686.7400000000002,0
14052.0,19,1,25.2,0
14054.0,65,1,16.5,0
14055.0,106,1,574.5200000000001,0
14056.0,1,21,1526.53,0
14057.0,23,12,979.55,0
14059.0,266,1,39.599999999999994,1
14060.0,4,16,1101.18,0
14062.0,9,9,2131.34,0
14064.0,29,4,77.75999999999999,0
14066.0,266,1,15.299999999999999,1
14067.0,63,2,34.97,0
14068.0,320,1,18.7,1
14071.0,3,8,197.7,0
14073.0,32,1,18.7,0
14075.0,4,3,245.73999999999998,0
14076.0,129,1,19.32,0
14077.0,78,3,64.8,0
14078.0,101,6,197.33999999999997,0
14079.0,124,1,71.05,0
14081.0,302,2,190.41,1
14082.0,364,1,49.45,1
14083.0,4,7,180.81,0
14085.0,2,17,934.41,0
14087.0,2,1,27.85,0
14088.0,10,11,9425.74,0
14089.0,56,1,57.55,0
14090.0,324,1,76.32000000000001,1
14092.0,7,12,858.37,0
14093.0,12,1,64.97,0
14096.0,4,16,14631.449999999999,2
14098.0,36,1,24.51,0
14099.0,16,11,626.48,0
14100.0,137,1,31.6,1
14101.0,73,4,1165.98,0
14102.0,5,5,364.33,0
14104.0,154,2,90.04,1
14105.0,239,1,189.25,1
14107.0,51,7,504.86,0
14108.0,30,2,113.4,0
14109.0,72,1,25.200000000000003,0
14110.0,3,9,1061.61,0
14111.0,14,1,196.35,0
14112.0,40,5,472.2,0
14113.0,3,4,463.72,0
14114.0,273,2,186.17999999999998,1
14116.0,19,5,229.13,0
14121.0,3,4,637.76,0
14125.0,28,2,451.68,0
14126.0,7,2,114.9,0
14127.0,122,3,118.18,0
14128.0,60,2,217.16,0
14129.0,1,4,332.2,0
14130.0,319,1,144.96,1
14132.0,2,11,632.1,0
14133.0,129,2,143.39999999999998,0
14135.0,1,11,1039.0,0
14138.0,1,2,210.63000000000002,0
14139.0,46,1,95.10000000000001,0
14140.0,3,2,150.45,0
14141.0,2,4,214.59000000000003,0
14142.0,373,1,76.18,1
14143.0,133,1,17.0,0
14145.0,46,2,594.0,0
14146.0,8,5,637.61,0
14148.0,233,1,14.850000000000001,1
14149.0,220,1,82.26,1
14150.0,35,2,78.64,0
14152.0,75,2,115.88,0
14154.0,239,2,323.1,1
14155.0,266,1,35.7,1
14156.0,9,48,23311.48,2
14157.0,19,2,126.84,0
14158.0,40,1,120.08000000000001,0
14159.0,19,11,819.6,0
14161.0,215,3,124.68,1
14162.0,173,2,54.879999999999995,1
14163.0,87,4,699.58,0
14164.0,80,1,129.6,0
14165.0,275,1,28.0,1
14167.0,39,4,115.0,0
14171.0,98,1,48.88,0
14173.0,10,2,180.4,0
14174.0,33,1,47.7,0
14175.0,59,3,807.37,0
14176.0,297,4,192.4,1
14177.0,95,2,67.63,0
14178.0,8,7,290.23,0
14179.0,40,2,117.06,0
14180.0,10,21,792.2,0
14184.0,66,1,143.15,0
14188.0,30,5,399.20000000000005,0
14189.0,2,14,1031.54,0
14191.0,1,12,793.24,0
14193.0,67,2,235.1,0
14194.0,4,19,2118.57,0
14195.0,252,1,392.0,1
14196.0,106,1,26.32,0
14198.0,18,3,116.45,0
14201.0,60,2,54.7,0
14204.0,2,1,29.32,0
14205.0,16,2,80.6,0
14206.0,239,1,45.3,1
14208.0,94,1,28.9,0
14209.0,10,4,490.59999999999997,0
14210.0,105,6,371.16,0
14211.0,53,7,388.98,0
14212.0,89,1,535.6800000000001,0
14214.0,50,4,260.92,0
14215.0,11,5,386.97,0
14216.0,3,4,426.34000000000003,0
14217.0,11,15,577.61,0
14218.0,42,1,16.5,0
14219.0,4,1,3.4799999999999995,0
14220.0,247,1,54.56999999999999,1
14221.0,42,7,695.18,0
14222.0,177,1,242.92,1
14223.0,92,3,220.11,0
14224.0,110,4,303.36,0
14226.0,29,4,390.13,0
14227.0,26,7,762.13,0
14229.0,51,3,298.25,0
14231.0,183,3,276.65000000000003,1
14232.0,42,5,501.84000000000003,0
14233.0,49,1,86.69999999999999,0
14234.0,22,4,138.68,0
14235.0,157,3,712.85,1
14236.0,80,1,19.92,0
14237.0,373,1,29.75,1
14238.0,326,1,35.8,1
14239.0,43,8,445.25,0
14240.0,30,1,111.0,0
14241.0,183,1,15.0,1
14242.0,234,2,50.900000000000006,1
14243.0,95,7,499.19,0
14245.0,219,2,547.83,1
14246.0,110,3,390.3,0
14247.0,278,1,15.25,1
14250.0,7,3,468.06,0
14251.0,1,5,402.78000000000003,0
14256.0,260,2,345.2,1
14257.0,123,3,344.21,0
14258.0,9,8,3236.1,0
14259.0,141,1,32.4,1
14261.0,78,1,256.20000000000005,0
14262.0,8,8,753.46,0
14264.0,154,2,102.80000000000001,1
14265.0,109,2,107.1,0
14267.0,162,3,114.58000000000001,1
14270.0,331,1,103.65,1
14271.0,225,1,17.880000000000003,1
14272.0,73,2,31.65,0
14273.0,51,4,109.0,0
14276.0,98,3,187.94,0
14277.0,15,3,1067.48,0
14282.0,3,14,583.88,0
14284.0,30,2,175.65,0
14285.0,37,2,384.6,0
14286.0,23,3,1132.22,0
14287.0,198,1,17.28,1
14288.0,213,1,135.6,1
14289.0,8,4,95.28,0
14290.0,11,5,525.25,0
14291.0,1,9,885.21,0
14292.0,7,7,989.98,0
14293.0,3,4,240.59,0
14295.0,40,1,65.4,0
14297.0,17,3,229.1,0
14298.0,8,37,10900.48,2
14299.0,8,9,844.99,0
14300.0,18,1,33.0,0
14301.0,117,1,145.92000000000002,0
14304.0,222,1,74.85,1
14305.0,71,2,487.98,0
14306.0,85,1,542.8,0
14307.0,88,6,790.86,0
14309.0,8,8,407.18,0
14311.0,242,1,62.76,1
14312.0,46,5,357.41,0
14314.0,106,1,79.32,0
14315.0,44,5,648.5,0
14317.0,64,1,164.44,0
14320.0,206,2,102.53999999999999,1
14321.0,10,5,303.43,0
14323.0,114,2,98.4,0
14327.0,163,1,105.5,1
14329.0,17,6,1133.5,0
14331.0,124,2,76.6,0
14332.0,22,3,321.75,0
14333.0,67,1,211.8,0
14334.0,16,8,574.06,0
14335.0,16,2,44.089999999999996,0
14336.0,16,4,365.77000000000004,0
14338.0,196,1,184.5,1
14339.0,242,1,80.0,1
14340.0,218,1,49.5,1
14341.0,45,8,482.73,0
14342.0,21,3,83.94,0
14344.0,127,5,137.75,0
14345.0,38,1,57.449999999999996,0
14346.0,120,2,177.0,0
14348.0,260,1,32.1,1
14349.0,10,1,10.05,0
14350.0,274,1,90.93,1
14352.0,157,3,200.96,1
14353.0,215,1,19.5,1
14354.0,30,1,52.56,0
14355.0,365,1,30.9,1
14356.0,79,2,333.37,0
14357.0,43,1,27.970000000000002,0
14359.0,19,3,151.02,0
14360.0,31,4,431.05,0
14362.0,22,1,22.1,0
14364.0,108,6,385.15,0
14367.0,8,15,1838.75,0
14368.0,319,1,69.6,1
14375.0,185,1,36.55,1
14379.0,44,2,34.93000000000001,0
14381.0,52,1,60.6,0
14382.0,26,1,69.65,0
14383.0,38,3,326.4,0
14385.0,9,2,47.7,0
14386.0,296,1,27.599999999999998,1
14387.0,32,3,343.41,0
14388.0,10,8,632.46,0
14389.0,65,2,307.3,0
14390.0,10,9,1053.47,0
14395.0,2,9,716.0,0
14396.0,65,2,100.64,0
14397.0,2,13,550.46,0
14400.0,149,1,90.73,1
14401.0,4,10,790.0799999999999,0
14403.0,217,2,529.66,1
14404.0,33,6,244.83999999999997,0
14406.0,119,1,19.9,0
14407.0,133,4,523.57,0
14408.0,10,7,432.74,0
14409.0,71,4,175.02,0
14410.0,92,7,225.25,0
14411.0,310,1,161.8,1
14412.0,42,2,304.9,0
14413.0,362,1,37.5,1
14414.0,91,7,341.28,0
14415.0,1,11,926.09,0
14416.0,42,1,34.32,0
14418.0,3,3,320.92,0
14419.0,10,6,232.59,0
14420.0,99,1,104.36,0
14421.0,57,2,118.62,0
14422.0,0,6,825.23,0
14426.0,23,10,627.16,0
14427.0,63,1,43.36,0
14428.0,7,4,252.44,0
14431.0,302,1,197.46,1
14432.0,9,6,439.04,0
14436.0,98,1,16.92,0
14437.0,365,1,27.599999999999998,1
14438.0,306,1,18.4,1
14439.0,319,1,631.0,1
14440.0,8,4,445.65000000000003,0
14441.0,0,4,542.73,0
14442.0,204,2,318.35,1
14443.0,53,4,294.1,0
14446.0,0,4,257.11,0
14447.0,18,4,282.94,0
14448.0,9,2,59.50000000000001,0
14449.0,18,4,134.97,0
14450.0,180,3,103.79,1
14451.0,60,2,121.89,0
14452.0,10,2,50.480000000000004,0
14453.0,190,1,47.45,1
14456.0,5,9,686.8,0
14457.0,310,1,30.0,1
14459.0,155,1,562.4,1
14460.0,110,2,165.6,0
14461.0,148,3,533.74,1
14462.0,66,10,490.61,0
14465.0,246,3,239.59,1
14466.0,29,5,387.3,0
14467.0,17,4,117.75,0
14470.0,11,2,46.43,0
14472.0,103,8,414.62,0
14473.0,74,1,10.2,0
14474.0,46,1,82.2,0
14475.0,71,3,178.5,0
14476.0,257,1,9.95,1
14479.0,253,1,67.35000000000001,1
14480.0,11,1,75.12,0
14481.0,164,2,141.15,1
14482.0,18,6,273.04,0
14483.0,281,1,7.5,1
14484.0,50,1,51.94,0
14485.0,38,1,19.19,0
14487.0,26,6,175.95,0
14488.0,67,1,255.96,0
14489.0,207,1,79.5,1
14491.0,175,2,77.4,1
14493.0,16,4,280.69,0
14494.0,25,1,54.599999999999994,0
14495.0,50,1,20.8,0
14496.0,311,2,166.89000000000001,1
14497.0,309,1,112.16000000000001,1
14498.0,42,5,553.23,0
14499.0,26,3,182.37,0
14500.0,189,1,42.45,1
14501.0,183,2,84.15,1
14502.0,19,9,517.53,0
14503.0,3,6,613.36,0
14504.0,47,4,145.82,0
14505.0,17,8,1227.46,0
14506.0,17,5,463.51,0
14507.0,40,4,179.73,0
14508.0,22,2,78.50999999999999,0
14511.0,11,5,374.51,0
14512.0,187,2,100.96,1
14513.0,206,2,259.0,1
14514.0,61,3,244.61,0
14515.0,17,5,554.17,0
14517.0,141,1,15.9,1
14518.0,64,1,10.1,0
14522.0,24,2,183.83999999999997,0
14523.0,108,1,83.78,0
14524.0,71,8,602.77,0
14525.0,19,8,968.01,0
14527.0,2,53,1646.74,0
14528.0,37,1,78.45,0
14529.0,60,3,115.47,0
14530.0,25,6,451.35,0
14532.0,236,4,122.75,1
14533.0,24,5,393.14,0
14534.0,2,18,1042.01,0
14535.0,60,3,576.8100000000001,0
14536.0,259,1,8.5,1
14537.0,57,1,75.6,0
14538.0,64,2,51.7,0
14539.0,15,2,74.42,0
14540.0,9,3,323.81,0
14541.0,58,7,337.1,0
14543.0,28,10,786.4000000000001,0
14544.0,24,2,214.22,0
14546.0,5,5,529.86,0
14547.0,3,8,888.48,0
14548.0,150,2,408.0,1
14549.0,311,1,93.9,1
14550.0,10,2,216.64999999999998,0
14551.0,18,2,41.3,0
14552.0,151,1,27.88,1
14553.0,19,5,151.73999999999998,0
14554.0,10,4,427.53000000000003,0
14555.0,57,2,59.1,0
14557.0,85,1,33.16,0
14560.0,7,11,346.09,0
14561.0,75,3,237.78,0
14562.0,3,17,809.3100000000001,0
14565.0,95,4,545.3,0
14566.0,110,1,358.0,0
14567.0,56,2,422.16,0
14569.0,1,1,56.190000000000005,0
14570.0,280,2,24.18,1
14572.0,40,5,550.04,0
14573.0,179,8,283.26,1
14577.0,12,4,110.66,0
14578.0,3,1,1.25,0
14581.0,16,1,28.189999999999998,0
14582.0,40,1,78.9,0
14583.0,5,5,237.79999999999998,0
14584.0,169,4,113.57,1
14585.0,50,1,41.75,0
14586.0,276,1,55.08,1
14587.0,18,9,363.12,0
14589.0,371,1,15.9,1
14591.0,15,4,280.39,0
14592.0,35,3,117.67,0
14593.0,21,3,153.57,0
14594.0,7,2,41.63,0
14595.0,19,5,295.99,0
14597.0,11,1,39.77,0
14598.0,44,1,36.379999999999995,0
14600.0,305,1,128.1,1
14601.0,10,1,15.0,0
14606.0,1,89,2445.59,2
14607.0,15,9,2416.0,0
14608.0,29,2,114.45000000000002,0
14609.0,143,1,191.16,1
14618.0,9,3,80.4,0
14619.0,245,1,75.66,1
14620.0,205,2,78.14,1
14621.0,1,4,241.96,0
14622.0,184,1,94.10000000000001,1
14623.0,32,5,231.81,0
14624.0,59,1,41.1,0
14625.0,196,2,271.4,1
14626.0,23,4,459.32,0
14628.0,91,2,120.0,0
14629.0,4,2,236.55,0
14631.0,50,3,162.58,0
14632.0,262,1,58.84,1
14633.0,266,1,34.2,1
14636.0,36,2,85.80000000000001,0
14638.0,50,1,37.0,0
14639.0,52,5,636.77,0
14640.0,24,6,383.52000000000004,0
14641.0,21,1,7.800000000000001,0
14642.0,58,1,96.12,0
14643.0,170,2,176.31,1
14644.0,67,2,109.60000000000002,0
14645.0,156,2,52.959999999999994,1
14646.0,2,56,51732.28,2
14647.0,201,1,126.14,1
14649.0,4,4,299.39,0
14651.0,67,2,156.96,0
14652.0,77,1,21.09,0
14653.0,1,6,428.0,0
14655.0,22,3,596.95,0
14656.0,169,2,52.86,1
14657.0,17,4,219.14,0
14658.0,5,2,21.29,0
14659.0,8,9,551.3100000000001,0
14660.0,86,2,35.92,0
14661.0,26,1,0.85,0
14662.0,28,4,118.81,0
14664.0,19,2,169.78,0
14665.0,60,4,394.27,0
14666.0,24,1,17.849999999999998,0
14667.0,21,24,1923.27,0
14669.0,241,3,248.64,1
14670.0,280,2,60.66,1
14672.0,234,2,157.05,1
14673.0,9,4,188.57999999999998,0
14675.0,16,1,152.1,0
14676.0,78,5,795.24,0
14680.0,25,16,4838.33,0
14681.0,211,1,12.5,1
14684.0,25,5,262.69,0
14687.0,106,1,251.76,0
14688.0,7,19,1288.25,0
14689.0,208,1,48.75,1
14690.0,44,2,77.82,0
14691.0,30,4,327.88,0
14692.0,137,4,197.55,0
14693.0,264,1,25.6,1
14696.0,4,7,317.63,0
14697.0,218,2,56.0,1
14698.0,1,5,183.47,0
14699.0,214,1,38.13,1
14700.0,32,3,430.51,0
14701.0,10,8,386.53,0
14702.0,1,15,559.88,0
14703.0,14,1,45.36000000000001,0
14704.0,19,7,267.07,0
14708.0,2,3,381.02,0
14709.0,15,12,1019.3100000000001,0
14710.0,14,4,82.17,0
14711.0,10,10,481.76,0
14712.0,29,3,156.45000000000002,0
14713.0,9,11,564.55,0
14714.0,24,1,80.64,0
14715.0,24,4,254.05,0
14716.0,43,2,76.56,0
14719.0,1,5,289.01,0
14720.0,89,2,109.98,0
14722.0,147,1,57.19,1
14723.0,10,6,200.59,0
14725.0,24,1,155.8,0
14727.0,274,1,15.0,1
14729.0,373,1,55.28,1
14730.0,1,8,422.59,0
14731.0,47,3,128.39,0
14732.0,8,8,820.99,0
14733.0,16,10,2321.56,0
14735.0,3,22,1311.86,0
14737.0,128,2,162.2,0
14738.0,42,5,330.87,0
14739.0,4,6,984.52,0
14740.0,197,3,297.7,1
14741.0,11,5,181.21,0
14744.0,16,2,26.650000000000002,0
14745.0,112,3,144.92000000000002,0
14747.0,249,1,51.300000000000004,1
14748.0,29,5,312.26,0
14752.0,43,1,39.599999999999994,0
14753.0,87,1,106.7,0
14754.0,44,2,221.42000000000002,0
14755.0,9,10,1034.06,0
14756.0,15,1,150.08,0
14757.0,75,1,151.92000000000002,0
14758.0,144,4,336.4,0
14759.0,4,3,383.59000000000003,0
14760.0,297,1,10.2,1
14761.0,334,1,32.7,1
14762.0,263,1,85.56,1
14764.0,46,1,19.799999999999997,0
14765.0,29,2,67.76,0
14766.0,8,6,534.95,0
14768.0,127,1,65.10000000000001,0
14769.0,2,8,2289.37,0
14770.0,232,2,200.45,1
14772.0,112,1,30.0,0
14775.0,58,3,81.06,0
14776.0,51,9,422.03999999999996,0
14778.0,127,2,171.4,0
14779.0,280,3,92.75,1
14780.0,54,2,111.25,0
14782.0,319,1,42.900000000000006,1
14784.0,26,2,140.12,0
14785.0,10,2,77.4,0
14788.0,7,2,93.32000000000001,0
14789.0,28,1,17.4,0
14790.0,16,4,142.8,0
14793.0,21,1,37.14,0
14794.0,2,5,196.17,0
14795.0,166,1,51.95,1
14796.0,1,17,1397.09,0
14798.0,310,1,40.28,1
14799.0,51,1,30.509999999999998,0
14800.0,47,10,863.02,0
14801.0,61,1,18.79,0
14803.0,162,3,357.41999999999996,1
14804.0,8,1,90.07,0
14805.0,15,4,129.55,0
14806.0,75,1,31.5,0
14808.0,39,6,767.61,0
14810.0,40,11,400.33,0
14813.0,369,2,12.200000000000001,1
14815.0,36,2,200.76999999999998,0
14817.0,200,2,246.75,1
14818.0,73,3,106.85,0
14819.0,64,1,61.2,0
14820.0,21,2,44.1,0
14821.0,366,1,48.800000000000004,1
14823.0,180,3,95.1,1
14824.0,10,3,323.65000000000003,0
14825.0,3,10,366.89000000000004,0
14828.0,196,2,306.0,1
14829.0,29,4,196.46,0
14830.0,53,1,26.77,0
14834.0,17,6,616.93,0
14836.0,28,2,37.8,0
14837.0,89,4,340.6,0
14841.0,53,5,505.25,0
14842.0,43,3,447.31,0
14844.0,63,4,454.03000000000003,0
14847.0,148,1,37.3,1
14849.0,21,19,1723.1200000000001,0
14850.0,311,1,125.0,1
14851.0,23,2,71.61,0
14852.0,58,6,584.74,0
14853.0,24,1,15.0,0
14854.0,78,6,635.3000000000001,0
14855.0,119,2,100.5,0
14856.0,36,2,316.8,0
14857.0,59,2,245.1,0
14859.0,12,4,293.08,0
14860.0,19,1,61.44,0
14861.0,52,1,19.8,0
14862.0,25,2,170.39999999999998,0
14863.0,29,1,52.08,0
14865.0,372,1,27.12,1
14866.0,10,8,4113.9400000000005,0
14867.0,185,3,168.7,1
14868.0,3,7,633.94,0
14869.0,8,2,196.24,0
14870.0,261,1,127.44999999999999,1
14871.0,3,4,91.6,0
14873.0,210,1,107.94999999999999,1
14875.0,107,2,266.07,0
14878.0,12,9,261.0,0
14880.0,77,3,139.71,0
14882.0,26,2,62.4,0
14883.0,18,3,82.89999999999999,0
14885.0,131,1,61.199999999999996,0
14886.0,252,1,71.1,1
14888.0,207,1,95.5,1
14889.0,336,1,39.900000000000006,1
14890.0,253,1,17.700000000000003,1
14891.0,148,2,139.52,1
14893.0,9,2,239.28,0
14894.0,85,1,290.06,0
14895.0,7,15,1943.97,0
14896.0,204,2,139.65,1
14897.0,7,4,158.2,0
